일자,5CM 정시 지중온도(°C),10CM 정시 지중온도(°C),20CM 정시 지중온도(°C),30CM 정시 지중온도(°C),0.5M 정시 지중온도(°C),1.0M 정시 지중온도(°C)
2021-12-13 4:00,1.9,2.4,2.8,8.5,9.9,13
2021-12-13 5:00,1.7,2.2,2.5,8.4,9.9,13
2021-12-13 6:00,1.6,2,2.4,8.2,9.9,13
2021-12-13 7:00,1.4,1.9,2.2,8.1,9.8,13
2021-12-13 8:00,1.2,1.7,1.9,7.8,9.7,12.9
2021-12-13 9:00,1.3,1.7,1.9,7.7,9.6,12.9
2021-12-13 10:00,1.5,1.7,1.9,7.5,9.5,12.9
2021-12-13 11:00,1.8,1.8,1.9,7.3,9.5,12.9
2021-12-13 12:00,2.3,2,2.1,7.2,9.4,12.9
2021-12-13 13:00,4.1,3.7,2.8,7.1,9.3,12.9
2021-12-13 14:00,6.7,6.1,4.4,7.1,9.3,12.9
2021-12-13 15:00,8.2,7.7,5.8,7.1,9.2,12.9
2021-12-13 16:00,8.9,8.4,6.8,7.3,9.4,13
2021-12-13 17:00,7.5,7.4,6.5,7.5,9.3,13
2021-12-13 18:00,5.3,5.8,5.7,7.7,9.3,13
2021-12-13 19:00,3.7,4.5,4.7,7.8,9.2,13
2021-12-13 20:00,2.7,3.6,4,7.8,9.2,13
2021-12-13 21:00,2.2,3,3.4,7.8,9.2,12.9
2021-12-13 22:00,1.8,2.5,2.9,7.7,9.2,13
2021-12-13 23:00,1.5,2.2,2.5,7.7,9.1,13
2021-12-14 0:00,1.2,1.9,2.2,7.5,9.1,12.9
2021-12-14 1:00,1,1.7,1.9,7.4,9.1,12.9
2021-12-14 2:00,0.8,1.4,1.6,7.3,9,12.9
2021-12-14 3:00,0.7,1.3,1.4,7.2,9,12.9
2021-12-14 4:00,0.6,1.1,1.2,7,9,12.9
2021-12-14 5:00,0.5,0.9,1.1,6.9,8.9,12.9
2021-12-14 6:00,0.4,0.8,1,6.8,8.9,12.9
2021-12-14 7:00,0.3,0.7,0.8,6.7,8.8,12.9
2021-12-14 8:00,0.1,0.5,0.6,6.5,8.7,12.8
2021-12-14 9:00,0.2,0.5,0.7,6.3,8.6,12.8
2021-12-14 10:00,0.5,0.7,0.8,6.2,8.5,12.7
2021-12-14 11:00,0.7,0.9,0.9,6.1,8.5,12.7
2021-12-14 12:00,0.9,1,1.1,6,8.5,12.7
2021-12-14 13:00,1.3,1.3,1.3,5.9,8.4,12.7
2021-12-14 14:00,1.7,1.7,1.5,6,8.5,12.8
2021-12-14 15:00,2.3,2.5,1.7,5.9,8.4,12.8
2021-12-14 16:00,4.6,4.2,2.6,5.9,8.4,12.8
2021-12-14 17:00,4.4,4.2,3.1,5.8,8.4,12.8
2021-12-14 18:00,3.2,3.3,2.9,5.9,8.2,12.8
2021-12-14 19:00,2.2,2.6,2.6,6,8.2,12.7
2021-12-14 20:00,1.8,2.2,2.3,6,8.2,12.8
2021-12-14 21:00,1.6,2.1,2,6.1,8.2,12.7
2021-12-14 22:00,1.4,1.9,1.8,6.1,8.2,12.7
2021-12-14 23:00,1.2,1.7,1.5,6,8.1,12.7
2021-12-15 0:00,1.2,1.7,1.5,6.1,8.2,12.7
2021-12-15 1:00,1.2,1.6,1.4,6,8.1,12.7
2021-12-15 2:00,1.1,1.5,1.3,6,8.1,12.7
2021-12-15 3:00,1,1.4,1.3,5.9,8.1,12.7
2021-12-15 4:00,0.9,1.3,1.2,5.9,8,12.7
2021-12-15 5:00,0.8,1.2,1.1,5.9,8,12.7
2021-12-15 6:00,0.7,1.1,1,5.8,8,12.6
2021-12-15 7:00,0.7,1.1,1,5.8,7.9,12.6
2021-12-15 8:00,0.7,1,0.9,5.7,7.9,12.6
2021-12-15 9:00,0.7,1,0.9,5.5,7.8,12.5
2021-12-15 10:00,1.1,1.2,1.2,5.6,7.9,12.6
2021-12-15 11:00,1.2,1.2,1.1,5.5,7.8,12.5
2021-12-15 12:00,1.5,1.4,1.3,5.5,7.7,12.5
2021-12-15 13:00,2,1.7,1.4,5.4,7.7,12.5
2021-12-15 14:00,5.2,4,2.4,5.6,7.9,12.7
2021-12-15 15:00,6.2,5.4,3.5,5.5,7.8,12.6
2021-12-15 16:00,8,7,4.9,5.6,7.8,12.6
2021-12-15 17:00,7.9,7.3,5.5,5.7,7.8,12.7
2021-12-15 18:00,6.3,6.3,5.2,5.9,7.8,12.6
2021-12-15 19:00,4.9,5.3,4.7,6,7.7,12.6
2021-12-15 20:00,4.1,4.5,4.3,6.2,7.8,12.6
2021-12-15 21:00,3.2,3.7,3.6,6.3,7.7,12.5
2021-12-15 22:00,2.6,3.2,3.2,6.4,7.8,12.6
2021-12-15 23:00,2.2,2.8,2.8,6.4,7.8,12.5
2021-12-16 0:00,2,2.5,2.5,6.4,7.8,12.6
2021-12-16 1:00,1.8,2.2,2.2,6.2,7.7,12.4
2021-12-16 2:00,1.8,2.2,2.2,6.2,7.8,12.5
2021-12-16 3:00,1.8,2.1,2,6.2,7.8,12.5
2021-12-16 4:00,1.8,2.1,1.9,6.1,7.8,12.5
2021-12-16 5:00,1.9,2.1,2,6.1,7.8,12.5
2021-12-16 6:00,1.9,2.1,1.8,6,7.8,12.5
2021-12-16 7:00,2.1,2.1,1.8,5.9,7.8,12.5
2021-12-16 8:00,2.3,2.3,1.9,5.9,7.8,12.5
2021-12-16 9:00,2.9,2.8,2.2,5.9,7.8,12.4
2021-12-16 10:00,3.7,3.5,2.6,5.9,7.8,12.4
2021-12-16 11:00,4.7,4.4,3.1,5.8,7.7,12.4
2021-12-16 12:00,5.5,5.2,3.9,5.9,7.7,12.4
2021-12-16 13:00,6.5,6,4.5,6,7.7,12.4
2021-12-16 14:00,7.7,7.2,5.3,6,7.7,12.3
2021-12-16 15:00,8.7,8.1,6.2,6.2,7.7,12.4
2021-12-16 16:00,9.3,8.8,6.9,6.3,7.7,12.3
2021-12-16 17:00,8.9,8.7,7.1,6.5,7.7,12.4
2021-12-16 18:00,7.8,7.9,6.9,6.7,7.7,12.3
2021-12-16 19:00,7,7.2,6.5,6.9,7.8,12.4
2021-12-16 20:00,6.3,6.6,6,7,7.8,12.3
2021-12-16 21:00,5.8,6.1,5.6,7.1,7.8,12.3
2021-12-16 22:00,5.9,6.1,5.5,7.2,7.9,12.4
2021-12-16 23:00,5.9,6,5.4,7.2,7.9,12.4
2021-12-17 0:00,5.8,5.9,5.3,7.2,8,12.3
2021-12-17 1:00,5.6,5.7,5.1,7.2,8,12.3
2021-12-17 2:00,5.3,5.5,5,7.2,8,12.3
2021-12-17 3:00,5.2,5.4,4.9,7.2,8.1,12.3
2021-12-17 4:00,4.9,5.1,4.6,7.1,8,12.2
2021-12-17 5:00,5.2,5.2,4.7,7.2,8.2,12.3
2021-12-17 6:00,4.8,4.9,4.5,7.2,8.2,12.3
2021-12-17 7:00,4.3,4.4,4.2,7.2,8.1,12.2
2021-12-17 8:00,3.6,3.8,3.8,7.1,8.2,12.3
2021-12-17 9:00,3.3,3.4,3.4,7.1,8.2,12.3
2021-12-17 10:00,3.2,3.3,3.2,6.9,8.1,12.1
2021-12-17 11:00,3.5,3.5,3.3,6.8,8,12.1
2021-12-17 12:00,4.3,4.3,3.8,6.9,8.1,12.2
2021-12-17 13:00,4.9,4.7,4.1,6.8,8.1,12.1
2021-12-17 14:00,5.8,5.8,4.8,6.8,8.1,12.1
2021-12-17 15:00,5.8,6.1,5.2,6.9,8.1,12.2
2021-12-17 16:00,5.1,5.5,5,6.9,8.2,12.2
2021-12-17 17:00,3.9,4.4,4.4,7,8.2,12.2
2021-12-17 18:00,3,3.6,3.7,7,8.2,12.2
2021-12-17 19:00,2.3,3,3.2,7,8.2,12.1
2021-12-17 20:00,2,2.5,2.8,7,8.2,12.2
2021-12-17 21:00,1.7,2.2,2.4,6.9,8.2,12.1
2021-12-17 22:00,1.5,2,2.1,6.8,8.1,12.1
2021-12-17 23:00,1.3,1.7,1.8,6.7,8.1,12.1
2021-12-18 0:00,1,1.5,1.5,6.6,8.1,12.1
2021-12-18 1:00,0.9,1.4,1.4,6.4,8.1,12.1
2021-12-18 2:00,0.8,1.2,1.2,6.4,8.1,12.1
2021-12-18 3:00,0.6,1,1,6.2,8,12.1
2021-12-18 4:00,0.6,0.9,0.9,6.1,8,12.1
2021-12-18 5:00,0.5,0.8,0.8,6,7.9,12.1
2021-12-18 6:00,0.3,0.6,0.6,5.9,7.9,12
2021-12-18 7:00,0,0.4,0.4,5.8,7.8,12
2021-12-18 8:00,-0.3,0.1,0.2,5.6,7.7,11.9
2021-12-18 9:00,-0.2,0.2,0.3,5.6,7.7,12
2021-12-18 10:00,0.1,0.5,0.5,5.5,7.7,12.1
2021-12-18 11:00,0.4,0.6,0.5,5.3,7.6,11.9
2021-12-18 12:00,0.6,0.7,0.7,5.2,7.5,11.9
2021-12-18 13:00,0.8,0.9,0.8,5.1,7.5,11.9
2021-12-18 14:00,0.9,1.1,0.9,5.1,7.5,12
2021-12-18 15:00,1.1,1.2,1,5.1,7.5,12
2021-12-18 16:00,1.2,1.2,1,5.1,7.5,12
2021-12-18 17:00,0.9,1,0.7,5.1,7.5,12
2021-12-18 18:00,0.6,0.9,0.5,5,7.4,12
2021-12-18 19:00,0.6,0.8,0.5,5,7.3,12
2021-12-18 20:00,0.7,0.8,0.5,4.9,7.3,12
2021-12-18 21:00,0.7,0.9,0.5,4.9,7.3,12
2021-12-18 22:00,0.7,0.9,0.5,4.9,7.3,12
2021-12-18 23:00,0.7,0.9,0.5,4.8,7.2,12
2021-12-19 0:00,0.7,0.9,0.5,4.8,7.2,12
2021-12-19 1:00,0.7,0.9,0.5,4.8,7.2,12
2021-12-19 2:00,0.7,0.9,0.6,4.8,7.1,12
2021-12-19 3:00,0.7,0.9,0.6,4.8,7.1,11.9
2021-12-19 4:00,0.7,0.8,0.5,4.8,7,12
2021-12-19 5:00,0.6,0.8,0.4,4.7,7,11.9
2021-12-19 6:00,0.5,0.7,0.4,4.7,7,11.9
2021-12-19 7:00,0.6,0.7,0.5,4.7,6.9,11.9
2021-12-19 8:00,0.7,0.8,0.6,4.7,6.9,11.9
2021-12-19 9:00,0.8,0.9,0.7,4.7,6.9,11.9
2021-12-19 10:00,0.8,0.9,0.7,4.6,6.8,11.8
2021-12-19 11:00,0.9,0.9,0.7,4.5,6.7,11.7
2021-12-19 12:00,1.2,1.1,1,4.5,6.7,11.7
2021-12-19 13:00,1.4,1.3,1.1,4.5,6.7,11.7
2021-12-19 14:00,1.7,1.7,1.2,4.5,6.7,11.7
2021-12-19 15:00,3,2.7,1.6,4.5,6.7,11.8
2021-12-19 16:00,4.3,3.6,2.3,4.6,6.7,11.7
2021-12-19 17:00,4.1,3.6,2.7,4.7,6.7,11.8
2021-12-19 18:00,3,3,2.5,4.7,6.7,11.7
2021-12-19 19:00,2.2,2.3,2.2,4.9,6.7,11.7
2021-12-19 20:00,1.5,1.9,1.7,4.9,6.6,11.6
2021-12-19 21:00,1.3,1.8,1.5,4.9,6.7,11.7
2021-12-19 22:00,1.1,1.5,1.3,4.9,6.6,11.7
2021-12-19 23:00,0.9,1.4,1.2,4.9,6.7,11.7
2021-12-20 0:00,0.8,1.2,1,4.9,6.6,11.6
2021-12-20 1:00,0.9,1.2,1,4.9,6.7,11.7
2021-12-20 2:00,0.8,1.1,0.9,4.9,6.7,11.6
2021-12-20 3:00,0.7,1,0.8,4.8,6.6,11.7
2021-12-20 4:00,0.6,1,0.7,4.8,6.6,11.6
2021-12-20 5:00,0.6,0.9,0.7,4.8,6.6,11.6
2021-12-20 6:00,0.6,0.8,0.6,4.7,6.6,11.6
2021-12-20 7:00,0.5,0.8,0.5,4.7,6.6,11.6
2021-12-20 8:00,0.4,0.6,0.4,4.6,6.5,11.5
2021-12-20 9:00,0.5,0.7,0.5,4.6,6.5,11.5
2021-12-20 10:00,0.6,0.7,0.6,4.5,6.4,11.4
2021-12-20 11:00,0.9,0.9,0.8,4.4,6.4,11.4
2021-12-20 12:00,1.3,1.1,1,4.4,6.4,11.4
2021-12-20 13:00,1.6,1.3,1.1,4.4,6.5,11.4
2021-12-20 14:00,2.2,1.9,1.4,4.4,6.5,11.5
2021-12-20 15:00,5.2,4.2,2.3,4.5,6.5,11.5
2021-12-20 16:00,6.6,5.7,3.7,4.5,6.5,11.5
2021-12-20 17:00,6.2,5.7,4.2,4.6,6.5,11.5
2021-12-20 18:00,4.7,4.8,3.9,4.7,6.4,11.4
2021-12-20 19:00,3.5,3.9,3.4,4.9,6.4,11.4
2021-12-20 20:00,2.5,3.1,2.9,5,6.4,11.4
2021-12-20 21:00,2,2.5,2.4,5.1,6.5,11.4
2021-12-20 22:00,1.7,2.2,2.1,5.1,6.5,11.4
2021-12-20 23:00,1.4,1.9,1.7,5.1,6.4,11.3
2021-12-21 0:00,1.3,1.8,1.5,5.1,6.5,11.4
2021-12-21 1:00,1.2,1.6,1.4,5.1,6.5,11.4
2021-12-21 2:00,1.1,1.5,1.3,5,6.5,11.4
2021-12-21 3:00,1,1.4,1.2,5,6.5,11.4
2021-12-21 4:00,0.9,1.3,1.1,4.9,6.5,11.4
2021-12-21 5:00,0.8,1.1,0.9,4.8,6.4,11.3
2021-12-21 6:00,0.8,1.1,0.9,4.9,6.5,11.4
2021-12-21 7:00,0.6,1,0.8,4.8,6.4,11.3
2021-12-21 8:00,0.6,0.9,0.7,4.7,6.4,11.3
2021-12-21 9:00,0.7,0.9,0.7,4.6,6.4,11.2
2021-12-21 10:00,0.9,1,0.9,4.6,6.4,11.2
2021-12-21 11:00,1.3,1.2,1,4.5,6.4,11.2
2021-12-21 12:00,1.8,1.5,1.3,4.5,6.4,11.2
2021-12-21 13:00,3.8,3,2,4.6,6.4,11.3
2021-12-21 14:00,7.2,6.3,4,4.6,6.5,11.3
2021-12-21 15:00,9.3,8.4,5.8,4.8,6.5,11.4
2021-12-21 16:00,10,9.2,6.9,5,6.6,11.4
2021-12-21 17:00,9,8.5,6.9,5.1,6.5,11.3
2021-12-21 18:00,7.8,7.6,6.6,5.5,6.6,11.4
2021-12-21 19:00,6.7,6.8,6,5.7,6.6,11.4
2021-12-21 20:00,5.5,5.9,5.4,5.9,6.6,11.3
2021-12-21 21:00,4.1,4.7,4.6,6,6.6,11.3
2021-12-21 22:00,3.1,3.8,3.8,6.1,6.6,11.3
2021-12-21 23:00,2.7,3.4,3.4,6.1,6.7,11.3
2021-12-22 0:00,2.2,2.9,2.9,6.1,6.8,11.3
2021-12-22 1:00,1.9,2.5,2.5,6,6.8,11.3
2021-12-22 2:00,1.6,2.2,2.2,5.9,6.8,11.2
2021-12-22 3:00,1.4,2,1.9,5.8,6.8,11.3
2021-12-22 4:00,1.2,1.8,1.6,5.7,6.8,11.2
2021-12-22 5:00,1.1,1.6,1.5,5.7,6.8,11.3
2021-12-22 6:00,0.9,1.3,1.3,5.5,6.8,11.2
2021-12-22 7:00,0.9,1.3,1.2,5.5,6.8,11.3
2021-12-22 8:00,0.8,1.2,1.1,5.4,6.8,11.2
2021-12-22 9:00,0.8,1.2,1.1,5.2,6.7,11.2
2021-12-22 10:00,1.2,1.3,1.2,5.2,6.7,11.1
2021-12-22 11:00,1.4,1.4,1.3,5.1,6.7,11.1
2021-12-22 12:00,2.1,1.7,1.5,5,6.7,11.2
2021-12-22 13:00,4.2,3.7,2.5,5,6.7,11.1
2021-12-22 14:00,7.4,6.8,4.5,5,6.8,11.2
2021-12-22 15:00,9.3,8.5,6.1,5.1,6.7,11.2
2021-12-22 16:00,9.7,9.1,7,5.3,6.8,11.2
2021-12-22 17:00,8.4,8.2,6.9,5.6,6.8,11.2
2021-12-22 18:00,6.4,6.8,6.1,5.8,6.8,11.2
2021-12-22 19:00,4.6,5.4,5.2,6,6.8,11.2
2021-12-22 20:00,3.5,4.3,4.4,6.2,6.9,11.3
2021-12-22 21:00,2.6,3.5,3.6,6.2,6.8,11.2
2021-12-22 22:00,2.2,3,3.1,6.3,6.9,11.3
2021-12-22 23:00,1.8,2.5,2.6,6.1,6.9,11.2
2021-12-23 0:00,1.6,2.2,2.3,6.1,7,11.2
2021-12-23 1:00,1.3,1.9,2,6,6.9,11.2
2021-12-23 2:00,1.2,1.7,1.7,5.9,7,11.3
2021-12-23 3:00,0.9,1.5,1.4,5.8,6.9,11.2
2021-12-23 4:00,0.9,1.4,1.3,5.7,7,11.2
2021-12-23 5:00,0.8,1.2,1.2,5.6,7,11.2
2021-12-23 6:00,0.7,1.1,1,5.6,6.9,11.2
2021-12-23 7:00,0.7,1,0.9,5.5,6.9,11.2
2021-12-23 8:00,0.6,0.9,0.8,5.4,6.9,11.2
2021-12-23 9:00,0.6,0.8,0.8,5.2,6.7,11.1
2021-12-23 10:00,0.7,0.8,0.9,5,6.7,11
2021-12-23 11:00,0.9,1,1,5,6.7,11
2021-12-23 12:00,1.3,1.2,1.2,4.9,6.6,11
2021-12-23 13:00,1.8,1.6,1.4,4.8,6.6,11
2021-12-23 14:00,2.4,2.5,1.7,4.8,6.7,11
2021-12-23 15:00,5.4,4.9,3.1,4.8,6.7,11.1
2021-12-23 16:00,6.6,6,4.2,4.8,6.7,11.1
2021-12-23 17:00,6.1,5.8,4.5,5,6.7,11.1
2021-12-23 18:00,4.4,4.7,4.1,5.1,6.6,11
2021-12-23 19:00,3.1,3.6,3.5,5.2,6.6,11.1
2021-12-23 20:00,2.3,2.9,2.9,5.4,6.6,11.1
2021-12-23 21:00,1.8,2.4,2.4,5.3,6.6,11
2021-12-23 22:00,1.7,2.2,2.1,5.4,6.7,11.1
2021-12-23 23:00,1.5,2,1.8,5.4,6.7,11.1
2021-12-24 0:00,1.3,1.8,1.6,5.3,6.6,11
2021-12-24 1:00,1.2,1.7,1.5,5.3,6.7,11.1
2021-12-24 2:00,1.1,1.5,1.3,5.3,6.7,11.1
2021-12-24 3:00,0.9,1.4,1.2,5.2,6.6,11.1
2021-12-24 4:00,0.8,1.2,1,5.1,6.6,11
2021-12-24 5:00,0.7,1.2,1,5.1,6.6,11
2021-12-24 6:00,0.7,1.1,0.8,5,6.5,11
2021-12-24 7:00,0.7,1,0.8,5,6.6,11
2021-12-24 8:00,0.6,0.9,0.7,4.9,6.5,11
2021-12-24 9:00,0.7,0.9,0.8,4.8,6.5,10.9
2021-12-24 10:00,0.8,1,0.9,4.7,6.4,10.9
2021-12-24 11:00,1.3,1.2,1,4.6,6.4,10.9
2021-12-24 12:00,1.4,1.3,1.2,4.6,6.4,10.9
2021-12-24 13:00,1.6,1.4,1.2,4.6,6.5,11
2021-12-24 14:00,2.3,1.8,1.3,4.6,6.4,10.9
2021-12-24 15:00,4.7,3.8,2.2,4.5,6.4,10.9
2021-12-24 16:00,5.6,4.9,3.2,4.5,6.3,10.8
2021-12-24 17:00,5.7,5.2,3.7,4.6,6.4,10.9
2021-12-24 18:00,4.6,4.6,3.7,4.7,6.3,10.8
2021-12-24 19:00,4,4.2,3.5,4.9,6.4,10.9
2021-12-24 20:00,3.1,3.5,3.1,5.1,6.4,10.9
2021-12-24 21:00,3.1,3.1,2.8,5.1,6.4,10.9
2021-12-24 22:00,3.3,3.2,2.7,5.1,6.4,10.8
2021-12-24 23:00,2.9,3,2.6,5.2,6.4,10.9
2021-12-25 0:00,2.6,2.7,2.4,5.2,6.4,10.9
2021-12-25 1:00,2,2.2,2.1,5.2,6.4,10.9
2021-12-25 2:00,1.8,2.1,1.8,5.2,6.4,10.9
2021-12-25 3:00,1.5,1.9,1.6,5.1,6.4,10.8
2021-12-25 4:00,1.3,1.7,1.5,5.1,6.4,10.8
2021-12-25 5:00,1.1,1.5,1.3,5.1,6.4,10.8
2021-12-25 6:00,1,1.4,1.2,5,6.4,10.8
2021-12-25 7:00,0.9,1.3,1,4.9,6.4,10.8
2021-12-25 8:00,0.8,1.1,0.9,4.9,6.4,10.8
2021-12-25 9:00,0.7,1,0.8,4.7,6.2,10.7
2021-12-25 10:00,0.9,1.1,0.9,4.8,6.3,10.8
2021-12-25 11:00,0.9,1.1,0.9,4.7,6.3,10.7
2021-12-25 12:00,1,1.2,1,4.7,6.3,10.7
2021-12-25 13:00,1.1,1.3,1,4.6,6.2,10.7
2021-12-25 14:00,1.2,1.3,1,4.5,6.2,10.6
2021-12-25 15:00,1.4,1.6,1.1,4.5,6.2,10.6
2021-12-25 16:00,1.6,1.8,1.2,4.6,6.3,10.7
2021-12-25 17:00,1.2,1.4,1.1,4.6,6.2,10.7
2021-12-25 18:00,0.9,1.3,0.9,4.5,6.2,10.7
2021-12-25 19:00,0.8,1.2,0.9,4.5,6.2,10.7
2021-12-25 20:00,0.7,1.1,0.7,4.5,6.2,10.7
2021-12-25 21:00,0.5,1,0.6,4.5,6.1,10.7
2021-12-25 22:00,0.5,0.8,0.5,4.5,6.1,10.7
2021-12-25 23:00,0.4,0.7,0.4,4.4,6.1,10.7
2021-12-26 0:00,0.3,0.6,0.3,4.4,6.1,10.7
2021-12-26 1:00,0,0.4,0.2,4.4,6,10.6
2021-12-26 2:00,-0.2,0.2,0.1,4.3,6,10.6
2021-12-26 3:00,-0.6,0.1,0,4.3,6,10.6
2021-12-26 4:00,-0.9,-0.1,-0.1,4.2,6,10.6
2021-12-26 5:00,-1.2,-0.2,-0.2,4.2,5.9,10.6
2021-12-26 6:00,-1.4,-0.4,-0.4,4.1,5.9,10.6
2021-12-26 7:00,-1.6,-0.6,-0.6,4.1,5.9,10.5
2021-12-26 8:00,-1.8,-0.9,-0.7,4,5.9,10.5
2021-12-26 9:00,-1.8,-0.9,-0.7,4,5.9,10.5
2021-12-26 10:00,-1.4,-0.8,-0.6,3.9,5.8,10.5
2021-12-26 11:00,-0.8,-0.4,-0.5,3.8,5.8,10.4
2021-12-26 12:00,-0.4,-0.1,-0.3,3.6,5.7,10.3
2021-12-26 13:00,0.1,0.2,-0.1,3.6,5.7,10.4
2021-12-26 14:00,0.3,0.4,0,3.6,5.6,10.3
2021-12-26 15:00,0.4,0.5,0,3.5,5.6,10.3
2021-12-26 16:00,0.5,0.6,0,3.5,5.6,10.4
2021-12-26 17:00,0.4,0.5,-0.1,3.5,5.6,10.4
2021-12-26 18:00,0.2,0.4,-0.2,3.5,5.6,10.4
2021-12-26 19:00,0,0.3,-0.3,3.5,5.6,10.3
2021-12-26 20:00,-0.3,0.1,-0.4,3.5,5.5,10.3
2021-12-26 21:00,-0.6,-0.1,-0.4,3.4,5.5,10.3
2021-12-26 22:00,-0.9,-0.4,-0.5,3.4,5.5,10.3
2021-12-26 23:00,-1.4,-0.7,-0.7,3.4,5.5,10.3
2021-12-27 0:00,-1.9,-1.1,-1,3.4,5.4,10.3
2021-12-27 1:00,-2.2,-1.4,-1.2,3.4,5.4,10.3
2021-12-27 2:00,-2.6,-1.7,-1.4,3.3,5.4,10.3
2021-12-27 3:00,-2.9,-2,-1.6,3.3,5.3,10.2
2021-12-27 4:00,-2.8,-2.1,-1.7,3.2,5.3,10.3
2021-12-27 5:00,-3.2,-2.4,-2,3.2,5.3,10.3
2021-12-27 6:00,-3.4,-2.7,-2.3,3.1,5.3,10.3
2021-12-27 7:00,-3.8,-3,-2.5,3.1,5.3,10.2
2021-12-27 8:00,-4,-3.3,-2.8,3.1,5.2,10.2
2021-12-27 9:00,-3.6,-3.1,-2.7,3,5.2,10.2
2021-12-27 10:00,-2.6,-2.5,-2.3,2.9,5.2,10.2
2021-12-27 11:00,-1.2,-1.3,-1.6,2.9,5.2,10.2
2021-12-27 12:00,-0.3,-0.5,-1,2.8,5.1,10.1
2021-12-27 13:00,0.1,0,-0.6,2.7,5.1,10.1
2021-12-27 14:00,0.5,0.4,-0.3,2.8,5.2,10.2
2021-12-27 15:00,0.7,0.6,-0.2,2.8,5.2,10.2
2021-12-27 16:00,0.8,0.7,-0.1,2.8,5.2,10.2
2021-12-27 17:00,0.7,0.6,-0.2,2.8,5.2,10.2
2021-12-27 18:00,0.4,0.4,-0.5,2.7,5.1,10.1
2021-12-27 19:00,0.3,0.4,-0.5,2.8,5.1,10.2
2021-12-27 20:00,0.3,0.4,-0.5,2.8,5.1,10.2
2021-12-27 21:00,0.3,0.4,-0.5,2.7,5.1,10.1
2021-12-27 22:00,0.2,0.3,-0.5,2.8,5.1,10.2
2021-12-27 23:00,0.1,0.2,-0.5,2.7,5.1,10.2
2021-12-28 0:00,-0.2,0,-0.6,2.8,5,10.1
2021-12-28 1:00,-0.6,-0.2,-0.7,2.8,5,10.1
2021-12-28 2:00,-1,-0.6,-0.9,2.7,5,10.1
2021-12-28 3:00,-1.5,-0.9,-1,2.8,5,10.1
2021-12-28 4:00,-1.9,-1.3,-1.2,2.7,5,10.1
2021-12-28 5:00,-2.2,-1.6,-1.5,2.8,4.9,10.1
2021-12-28 6:00,-2.6,-1.9,-1.7,2.7,4.9,10.1
2021-12-28 7:00,-2.8,-2.2,-1.9,2.7,4.9,10.1
2021-12-28 8:00,-3,-2.4,-2.2,2.7,4.9,10
2021-12-28 9:00,-2.6,-2.3,-2.1,2.7,4.8,10
2021-12-28 10:00,-1.6,-1.6,-1.7,2.6,4.9,9.9
2021-12-28 11:00,-0.5,-0.7,-1.1,2.6,4.8,10
2021-12-28 12:00,0.2,-0.1,-0.6,2.6,4.8,10
2021-12-28 13:00,0.7,0.5,-0.1,2.6,4.9,10
2021-12-28 14:00,1.1,0.9,0.1,2.6,4.8,10
2021-12-28 15:00,1.2,0.9,0,2.6,4.9,9.9
2021-12-28 16:00,1.2,0.8,0,2.6,4.9,10
2021-12-28 17:00,1,0.8,-0.1,2.6,4.9,10
2021-12-28 18:00,0.8,0.7,-0.2,2.7,4.8,10
2021-12-28 19:00,0.7,0.7,-0.2,2.6,4.9,10
2021-12-28 20:00,0.5,0.6,-0.3,2.6,4.9,10
2021-12-28 21:00,0.5,0.6,-0.3,2.6,4.8,10
2021-12-28 22:00,0.5,0.5,-0.4,2.6,4.7,9.9
2021-12-28 23:00,0.5,0.5,-0.4,2.6,4.8,9.9
2021-12-29 0:00,0.4,0.5,-0.4,2.6,4.8,9.9
2021-12-29 1:00,0.5,0.5,-0.4,2.6,4.8,9.9
2021-12-29 2:00,0.4,0.4,-0.3,2.6,4.8,9.9
2021-12-29 3:00,0.2,0.4,-0.4,2.6,4.7,9.9
2021-12-29 4:00,0.1,0.3,-0.4,2.7,4.7,9.9
2021-12-29 5:00,0.1,0.3,-0.4,2.6,4.7,9.9
2021-12-29 6:00,0,0.2,-0.4,2.6,4.7,9.9
2021-12-29 7:00,-0.2,0.1,-0.5,2.6,4.7,9.8
2021-12-29 8:00,-0.4,-0.1,-0.6,2.7,4.7,9.9
2021-12-29 9:00,-0.3,-0.1,-0.5,2.6,4.7,9.8
2021-12-29 10:00,0,0.1,-0.4,2.6,4.6,9.8
2021-12-29 11:00,0.3,0.3,-0.2,2.6,4.6,9.7
2021-12-29 12:00,0.6,0.5,0,2.6,4.6,9.7
2021-12-29 13:00,1.1,0.8,0.3,2.6,4.7,9.8
2021-12-29 14:00,1.9,1.4,0.6,2.6,4.7,9.8
2021-12-29 15:00,2.5,1.7,0.7,2.7,4.8,9.9
2021-12-29 16:00,2.7,1.8,0.7,2.7,4.8,9.8
2021-12-29 17:00,2.2,1.5,0.4,2.8,4.8,9.9
2021-12-29 18:00,1,1,0.1,2.7,4.7,9.9
2021-12-29 19:00,0.6,0.7,-0.2,2.7,4.7,9.8
2021-12-29 20:00,0.6,0.7,-0.2,2.8,4.7,9.8
2021-12-29 21:00,0.6,0.7,-0.1,2.8,4.7,9.8
2021-12-29 22:00,0.6,0.7,-0.1,2.7,4.7,9.8
2021-12-29 23:00,0.6,0.7,-0.2,2.7,4.7,9.8
2021-12-30 0:00,0.6,0.7,-0.2,2.8,4.7,9.8
